LocationType,Location,TimeFrame,DataFormat,Data
City,District of Columbia,2006,"Rate per 1,000",21
State,Florida,2006,"Rate per 1,000",7
State,Delaware,2006,"Rate per 1,000",5
State,Colorado,2006,"Rate per 1,000",7
State,Connecticut,2006,"Rate per 1,000",9
State,California,2006,"Rate per 1,000",8
State,Arkansas,2006,"Rate per 1,000",5
State,Arizona,2006,"Rate per 1,000",6
State,Alaska,2006,"Rate per 1,000",11
State,Alabama,2006,"Rate per 1,000",6
Nation,United States,2006,"Rate per 1,000",7
Nation,United States,2007,"Rate per 1,000",7
State,Alabama,2007,"Rate per 1,000",6
State,Alaska,2007,"Rate per 1,000",12
State,Arkansas,2007,"Rate per 1,000",5
State,Arizona,2007,"Rate per 1,000",6
State,California,2007,"Rate per 1,000",8
State,Connecticut,2007,"Rate per 1,000",7
State,Colorado,2007,"Rate per 1,000",6
State,Delaware,2007,"Rate per 1,000",6
State,Florida,2007,"Rate per 1,000",6
City,District of Columbia,2007,"Rate per 1,000",19
State,Georgia,2007,"Rate per 1,000",5
State,Idaho,2007,"Rate per 1,000",5
State,Hawaii,2007,"Rate per 1,000",7
State,Illinois,2007,"Rate per 1,000",6
State,Indiana,2007,"Rate per 1,000",7
State,Iowa,2007,"Rate per 1,000",12
State,Kansas,2007,"Rate per 1,000",9
State,Kentucky,2007,"Rate per 1,000",7
State,Maine,2007,"Rate per 1,000",7
State,Louisiana,2007,"Rate per 1,000",5
State,Maryland,2007,"Rate per 1,000",7
State,Michigan,2007,"Rate per 1,000",9
State,Massachusetts,2007,"Rate per 1,000",7
State,Minnesota,2007,"Rate per 1,000",5
State,Missouri,2007,"Rate per 1,000",7
State,Mississippi,2007,"Rate per 1,000",4
State,Montana,2007,"Rate per 1,000",8
State,Nevada,2007,"Rate per 1,000",8
State,Nebraska,2007,"Rate per 1,000",13
State,New Hampshire,2007,"Rate per 1,000",4
State,New Jersey,2007,"Rate per 1,000",4
State,New Mexico,2007,"Rate per 1,000",5
State,New York,2007,"Rate per 1,000",7
State,North Carolina,2007,"Rate per 1,000",5
State,Ohio,2007,"Rate per 1,000",6
State,North Dakota,2007,"Rate per 1,000",9
State,Oklahoma,2007,"Rate per 1,000",13
State,Pennsylvania,2007,"Rate per 1,000",7
State,Oregon,2007,"Rate per 1,000",11
State,Rhode Island,2007,"Rate per 1,000",12
State,South Dakota,2007,"Rate per 1,000",8
State,South Carolina,2007,"Rate per 1,000",5
State,Tennessee,2007,"Rate per 1,000",5
State,Utah,2007,"Rate per 1,000",3
State,Texas,2007,"Rate per 1,000",5
State,Vermont,2007,"Rate per 1,000",10
State,Virginia,2007,"Rate per 1,000",4
State,Washington,2007,"Rate per 1,000",7
State,West Virginia,2007,"Rate per 1,000",11
State,Wisconsin,2007,"Rate per 1,000",6
State,Wyoming,2007,"Rate per 1,000",10
State,Wyoming,2007,Number,1226
State,Wisconsin,2007,Number,7441
State,West Virginia,2007,Number,4382
State,Washington,2007,Number,11096
State,Virginia,2007,Number,7762
State,Vermont,2007,Number,1307
State,Utah,2007,Number,2738
State,Texas,2007,Number,30135
State,Tennessee,2007,Number,7734
State,South Dakota,2007,Number,1566
State,South Carolina,2007,Number,5144
State,Rhode Island,2007,Number,2708
State,Pennsylvania,2007,Number,20766
State,Oregon,2007,Number,9558
State,Oklahoma,2007,Number,11779
State,Ohio,2007,Number,16975
State,North Dakota,2007,Number,1262
State,North Carolina,2007,Number,10790
State,New York,2007,Number,30024
State,New Mexico,2007,Number,2422
State,New Jersey,2007,Number,9002
State,New Hampshire,2007,Number,1082
State,Nevada,2007,Number,5064
State,Nebraska,2007,Number,5852
State,Montana,2007,Number,1737
State,Missouri,2007,Number,9835
State,Mississippi,2007,Number,3326
State,Minnesota,2007,Number,6756
State,Michigan,2007,Number,20818
State,Massachusetts,2007,Number,10495
State,Maryland,2007,Number,9879
State,Maine,2007,Number,1970
State,Louisiana,2007,Number,5333
State,Kentucky,2007,Number,7538
State,Kansas,2007,Number,6627
State,Iowa,2007,Number,8235
State,Indiana,2007,Number,11362
State,Illinois,2007,Number,17846
State,Idaho,2007,Number,1870
State,Hawaii,2007,Number,1939
State,Georgia,2007,Number,12235
State,Florida,2007,Number,26355
City,District of Columbia,2007,Number,2191
State,Delaware,2007,Number,1155
State,Connecticut,2007,Number,5783
State,Colorado,2007,Number,7659
State,California,2007,Number,74011
State,Arkansas,2007,Number,3616
State,Arizona,2007,Number,9552
State,Alaska,2007,Number,2190
State,Alabama,2007,Number,7255
Nation,United States,2007,Number,485383
Nation,United States,2008,Number,453039
State,Alabama,2008,Number,6859
State,Alaska,2008,Number,2168
State,Arizona,2008,Number,10402
State,Arkansas,2008,Number,3522
State,California,2008,Number,67280
State,Colorado,2008,Number,7798
State,Connecticut,2008,Number,5373
State,Delaware,2008,Number,938
City,District of Columbia,2008,Number,2210
State,Florida,2008,Number,22184
State,Georgia,2008,Number,9982
State,Hawaii,2008,Number,1621
State,Idaho,2008,Number,1723
State,Illinois,2008,Number,17816
State,Indiana,2008,Number,12383
State,Iowa,2008,Number,6737
State,Kansas,2008,Number,6298
State,Kentucky,2008,Number,7181
State,Louisiana,2008,Number,5065
State,Maine,2008,Number,1864
State,Maryland,2008,Number,7743
State,Massachusetts,2008,Number,10426
State,Michigan,2008,Number,20154
State,Minnesota,2008,Number,6027
State,Mississippi,2008,Number,3291
State,Missouri,2008,Number,10125
State,Montana,2008,Number,1600
State,Nebraska,2008,Number,5564
State,Nevada,2008,Number,5021
State,New Hampshire,2008,Number,1025
State,New Jersey,2008,Number,8503
State,New Mexico,2008,Number,2221
State,New York,2008,Number,29437
State,North Carolina,2008,Number,9806
State,North Dakota,2008,Number,1240
State,Ohio,2008,Number,13700
State,Oklahoma,2008,Number,10594
State,Oregon,2008,Number,8982
State,Pennsylvania,2008,Number,19122
State,Rhode Island,2008,Number,2396
State,South Carolina,2008,Number,4998
State,South Dakota,2008,Number,1482
State,Tennessee,2008,Number,7206
State,Texas,2008,Number,28146
State,Utah,2008,Number,2712
State,Vermont,2008,Number,1199
State,Virginia,2008,Number,6741
State,Washington,2008,Number,11238
State,West Virginia,2008,Number,4391
State,Wisconsin,2008,Number,7401
State,Wyoming,2008,Number,1144
State,Wyoming,2008,"Rate per 1,000",9
State,Wisconsin,2008,"Rate per 1,000",6
State,West Virginia,2008,"Rate per 1,000",11
State,Washington,2008,"Rate per 1,000",7
State,Virginia,2008,"Rate per 1,000",4
State,Vermont,2008,"Rate per 1,000",9
State,Texas,2008,"Rate per 1,000",4
State,Utah,2008,"Rate per 1,000",3
State,Tennessee,2008,"Rate per 1,000",5
State,South Carolina,2008,"Rate per 1,000",5
State,South Dakota,2008,"Rate per 1,000",7
State,Rhode Island,2008,"Rate per 1,000",10
State,Oregon,2008,"Rate per 1,000",10
State,Pennsylvania,2008,"Rate per 1,000",7
State,Oklahoma,2008,"Rate per 1,000",12
State,North Dakota,2008,"Rate per 1,000",9
State,Ohio,2008,"Rate per 1,000",5
State,North Carolina,2008,"Rate per 1,000",4
State,New York,2008,"Rate per 1,000",7
State,New Mexico,2008,"Rate per 1,000",4
State,New Jersey,2008,"Rate per 1,000",4
State,New Hampshire,2008,"Rate per 1,000",3
State,Nebraska,2008,"Rate per 1,000",12
State,Nevada,2008,"Rate per 1,000",7
State,Montana,2008,"Rate per 1,000",7
State,Mississippi,2008,"Rate per 1,000",4
State,Missouri,2008,"Rate per 1,000",7
State,Minnesota,2008,"Rate per 1,000",5
State,Massachusetts,2008,"Rate per 1,000",7
State,Michigan,2008,"Rate per 1,000",8
State,Maryland,2008,"Rate per 1,000",6
State,Louisiana,2008,"Rate per 1,000",5
State,Maine,2008,"Rate per 1,000",7
State,Kentucky,2008,"Rate per 1,000",7
State,Kansas,2008,"Rate per 1,000",9
State,Iowa,2008,"Rate per 1,000",9
State,Indiana,2008,"Rate per 1,000",8
State,Illinois,2008,"Rate per 1,000",6
State,Hawaii,2008,"Rate per 1,000",6
State,Idaho,2008,"Rate per 1,000",4
State,Georgia,2008,"Rate per 1,000",4
City,District of Columbia,2008,"Rate per 1,000",20
State,Florida,2008,"Rate per 1,000",5
State,Delaware,2008,"Rate per 1,000",5
State,Colorado,2008,"Rate per 1,000",6
State,Connecticut,2008,"Rate per 1,000",7
State,California,2008,"Rate per 1,000",7
State,Arizona,2008,"Rate per 1,000",6
State,Arkansas,2008,"Rate per 1,000",5
State,Alaska,2008,"Rate per 1,000",12
State,Alabama,2008,"Rate per 1,000",6
Nation,United States,2008,"Rate per 1,000",6
State,Alabama,2013,"Rate per 1,000",4
Nation,United States,2013,"Rate per 1,000",5
State,Alaska,2013,"Rate per 1,000",10
State,Arkansas,2013,"Rate per 1,000",5
State,Arizona,2013,"Rate per 1,000",9
State,California,2013,"Rate per 1,000",6
State,Connecticut,2013,"Rate per 1,000",4
State,Colorado,2013,"Rate per 1,000",4
State,Delaware,2013,"Rate per 1,000",3
City,District of Columbia,2013,"Rate per 1,000",9
State,Georgia,2013,"Rate per 1,000",3
State,Florida,2013,"Rate per 1,000",4
State,Hawaii,2013,"Rate per 1,000",4
State,Illinois,2013,"Rate per 1,000",5
State,Idaho,2013,"Rate per 1,000",3
State,Indiana,2013,"Rate per 1,000",7
State,Kansas,2013,"Rate per 1,000",9
State,Iowa,2013,"Rate per 1,000",9
State,Kentucky,2013,"Rate per 1,000",7
State,Maine,2013,"Rate per 1,000",7
State,Louisiana,2013,"Rate per 1,000",4
State,Maryland,2013,"Rate per 1,000",3
State,Michigan,2013,"Rate per 1,000",6
State,Massachusetts,2013,"Rate per 1,000",6
State,Minnesota,2013,"Rate per 1,000",4
State,Mississippi,2013,"Rate per 1,000",5
State,Montana,2013,"Rate per 1,000",10
State,Missouri,2013,"Rate per 1,000",8
State,Nebraska,2013,"Rate per 1,000",9
State,New Hampshire,2013,"Rate per 1,000",3
State,Nevada,2013,"Rate per 1,000",7
State,New Jersey,2013,"Rate per 1,000",3
State,New York,2013,"Rate per 1,000",5
State,New Mexico,2013,"Rate per 1,000",4
State,North Carolina,2013,"Rate per 1,000",4
State,Ohio,2013,"Rate per 1,000",5
State,North Dakota,2013,"Rate per 1,000",7
State,Oklahoma,2013,"Rate per 1,000",11
State,Pennsylvania,2013,"Rate per 1,000",5
State,Oregon,2013,"Rate per 1,000",9
State,Rhode Island,2013,"Rate per 1,000",8
State,South Carolina,2013,"Rate per 1,000",3
State,Tennessee,2013,"Rate per 1,000",5
State,South Dakota,2013,"Rate per 1,000",6
State,Texas,2013,"Rate per 1,000",4
State,Vermont,2013,"Rate per 1,000",8
State,Utah,2013,"Rate per 1,000",3
State,Virginia,2013,"Rate per 1,000",2
State,West Virginia,2013,"Rate per 1,000",11
State,Washington,2013,"Rate per 1,000",6
State,Wisconsin,2013,"Rate per 1,000",5
State,Wyoming,2013,"Rate per 1,000",7
Territory,Puerto Rico,2013,"Rate per 1,000",4
Territory,Puerto Rico,2013,Number,3408
State,Wyoming,2013,Number,969
State,Wisconsin,2013,Number,6381
State,West Virginia,2013,Number,4341
State,Washington,2013,Number,9908
State,Virginia,2013,Number,4315
State,Vermont,2013,Number,939
State,Utah,2013,Number,2513
State,Texas,2013,Number,29411
State,Tennessee,2013,Number,8034
State,South Dakota,2013,Number,1236
State,South Carolina,2013,Number,3168
State,Rhode Island,2013,Number,1636
State,Pennsylvania,2013,Number,12910
State,Oregon,2013,Number,7719
State,Oklahoma,2013,Number,10554
State,Ohio,2013,Number,12212
State,North Dakota,2013,Number,1201
State,North Carolina,2013,Number,8722
State,New York,2013,Number,19993
State,New Mexico,2013,Number,2077
State,New Jersey,2013,Number,6943
State,New Hampshire,2013,Number,825
State,Nevada,2013,Number,4770
State,Nebraska,2013,Number,4304
State,Montana,2013,Number,2222
State,Missouri,2013,Number,10598
State,Mississippi,2013,Number,3564
State,Minnesota,2013,Number,5534
State,Michigan,2013,Number,13049
State,Massachusetts,2013,Number,8514
State,Maryland,2013,Number,4304
State,Maine,2013,Number,1786
State,Louisiana,2013,Number,3955
State,Kentucky,2013,Number,7125
State,Kansas,2013,Number,6402
State,Iowa,2013,Number,6287
State,Indiana,2013,Number,11841
State,Illinois,2013,Number,14563
State,Idaho,2013,Number,1334
State,Hawaii,2013,Number,1085
State,Georgia,2013,Number,7607
State,Florida,2013,Number,18011
City,District of Columbia,2013,Number,966
State,Delaware,2013,Number,677
State,Connecticut,2013,Number,3531
State,Colorado,2013,Number,4964
State,California,2013,Number,53060
State,Arkansas,2013,Number,3797
State,Arizona,2013,Number,14398
State,Alaska,2013,Number,1969
State,Alabama,2013,Number,4415
Nation,United States,2013,Number,380639
Nation,United States,2018,Number,424653
State,Alabama,2018,Number,5814
State,Alaska,2018,Number,2785
State,Arizona,2018,Number,13360
State,Arkansas,2018,Number,4234
State,California,2018,Number,47706
State,Colorado,2018,Number,4946
State,Connecticut,2018,Number,3727
State,Delaware,2018,Number,708
City,District of Columbia,2018,Number,686
State,Florida,2018,Number,24400
State,Georgia,2018,Number,13792
State,Hawaii,2018,Number,1600
State,Idaho,2018,Number,1813
State,Illinois,2018,Number,15039
State,Indiana,2018,Number,18232
State,Iowa,2018,Number,6213
State,Kansas,2018,Number,8016
State,Kentucky,2018,Number,9347
State,Louisiana,2018,Number,4562
State,Maine,2018,Number,1758
State,Maryland,2018,Number,3828
State,Massachusetts,2018,Number,10563
State,Michigan,2018,Number,11905
State,Minnesota,2018,Number,9169
State,Mississippi,2018,Number,4550
State,Missouri,2018,Number,12635
State,Montana,2018,Number,3944
State,Nebraska,2018,Number,3273
State,Nevada,2018,Number,4509
State,New Hampshire,2018,Number,1510
State,New Jersey,2018,Number,5526
State,New Mexico,2018,Number,2506
State,New York,2018,Number,16246
State,North Carolina,2018,Number,10404
State,North Dakota,2018,Number,1535
State,Ohio,2018,Number,15344
State,Oklahoma,2018,Number,8631
State,Oregon,2018,Number,7476
State,Pennsylvania,2018,Number,15713
State,Rhode Island,2018,Number,2000
State,South Carolina,2018,Number,4446
State,South Dakota,2018,Number,1559
State,Tennessee,2018,Number,8549
State,Texas,2018,Number,32776
State,Utah,2018,Number,2464
State,Vermont,2018,Number,1285
State,Virginia,2018,Number,4764
State,Washington,2018,Number,10708
State,West Virginia,2018,Number,7077
State,Wisconsin,2018,Number,7805
State,Wyoming,2018,Number,1083
Territory,Puerto Rico,2018,Number,2132
Territory,Puerto Rico,2018,"Rate per 1,000",4
State,Wyoming,2018,"Rate per 1,000",8
State,Wisconsin,2018,"Rate per 1,000",6
State,Washington,2018,"Rate per 1,000",6
State,West Virginia,2018,"Rate per 1,000",19
State,Virginia,2018,"Rate per 1,000",3
State,Utah,2018,"Rate per 1,000",3
State,Vermont,2018,"Rate per 1,000",11
State,Texas,2018,"Rate per 1,000",4
State,South Dakota,2018,"Rate per 1,000",7
State,Tennessee,2018,"Rate per 1,000",6
State,South Carolina,2018,"Rate per 1,000",4
State,Rhode Island,2018,"Rate per 1,000",10
State,Pennsylvania,2018,"Rate per 1,000",6
State,Oregon,2018,"Rate per 1,000",9
State,Oklahoma,2018,"Rate per 1,000",9
State,Ohio,2018,"Rate per 1,000",6
State,North Dakota,2018,"Rate per 1,000",9
State,North Carolina,2018,"Rate per 1,000",5
State,New Mexico,2018,"Rate per 1,000",5
State,New York,2018,"Rate per 1,000",4
State,New Jersey,2018,"Rate per 1,000",3
State,Nevada,2018,"Rate per 1,000",7
State,New Hampshire,2018,"Rate per 1,000",6
State,Nebraska,2018,"Rate per 1,000",7
State,Missouri,2018,"Rate per 1,000",9
State,Montana,2018,"Rate per 1,000",17
State,Mississippi,2018,"Rate per 1,000",6
State,Minnesota,2018,"Rate per 1,000",7
State,Michigan,2018,"Rate per 1,000",5
State,Massachusetts,2018,"Rate per 1,000",8
State,Maryland,2018,"Rate per 1,000",3
State,Maine,2018,"Rate per 1,000",7
State,Louisiana,2018,"Rate per 1,000",4
State,Kentucky,2018,"Rate per 1,000",9
State,Iowa,2018,"Rate per 1,000",9
State,Kansas,2018,"Rate per 1,000",11
State,Indiana,2018,"Rate per 1,000",12
State,Idaho,2018,"Rate per 1,000",4
State,Illinois,2018,"Rate per 1,000",5
State,Hawaii,2018,"Rate per 1,000",5
State,Florida,2018,"Rate per 1,000",6
State,Georgia,2018,"Rate per 1,000",6
City,District of Columbia,2018,"Rate per 1,000",5
State,Delaware,2018,"Rate per 1,000",3
State,Connecticut,2018,"Rate per 1,000",5
State,Colorado,2018,"Rate per 1,000",4
State,California,2018,"Rate per 1,000",5
State,Arkansas,2018,"Rate per 1,000",6
State,Arizona,2018,"Rate per 1,000",8
State,Alaska,2018,"Rate per 1,000",15
Nation,United States,2018,"Rate per 1,000",6
State,Alabama,2018,"Rate per 1,000",5
State,Alabama,2009,"Rate per 1,000",6
Nation,United States,2009,"Rate per 1,000",6
State,Alaska,2009,"Rate per 1,000",12
State,Arizona,2009,"Rate per 1,000",6
State,Arkansas,2009,"Rate per 1,000",5
State,California,2009,"Rate per 1,000",6
State,Colorado,2009,"Rate per 1,000",6
State,Connecticut,2009,"Rate per 1,000",6
State,Delaware,2009,"Rate per 1,000",4
City,District of Columbia,2009,"Rate per 1,000",18
State,Florida,2009,"Rate per 1,000",5
State,Georgia,2009,"Rate per 1,000",3
State,Idaho,2009,"Rate per 1,000",3
State,Hawaii,2009,"Rate per 1,000",5
State,Illinois,2009,"Rate per 1,000",5
State,Indiana,2009,"Rate per 1,000",8
State,Kansas,2009,"Rate per 1,000",8
State,Iowa,2009,"Rate per 1,000",9
State,Kentucky,2009,"Rate per 1,000",7
State,Louisiana,2009,"Rate per 1,000",4
State,Maine,2009,"Rate per 1,000",6
State,Maryland,2009,"Rate per 1,000",5
State,Massachusetts,2009,"Rate per 1,000",7
State,Michigan,2009,"Rate per 1,000",8
State,Minnesota,2009,"Rate per 1,000",4
State,Mississippi,2009,"Rate per 1,000",4
State,Missouri,2009,"Rate per 1,000",7
State,Montana,2009,"Rate per 1,000",7
State,Nevada,2009,"Rate per 1,000",7
State,Nebraska,2009,"Rate per 1,000",12
State,New Hampshire,2009,"Rate per 1,000",3
State,New Jersey,2009,"Rate per 1,000",4
State,New York,2009,"Rate per 1,000",6
State,New Mexico,2009,"Rate per 1,000",4
State,North Carolina,2009,"Rate per 1,000",4
State,North Dakota,2009,"Rate per 1,000",8
State,Ohio,2009,"Rate per 1,000",4
State,Oklahoma,2009,"Rate per 1,000",9
State,Oregon,2009,"Rate per 1,000",10
State,Pennsylvania,2009,"Rate per 1,000",6
State,Rhode Island,2009,"Rate per 1,000",9
State,South Carolina,2009,"Rate per 1,000",5
State,South Dakota,2009,"Rate per 1,000",7
State,Tennessee,2009,"Rate per 1,000",4
State,Utah,2009,"Rate per 1,000",3
State,Texas,2009,"Rate per 1,000",4
State,Vermont,2009,"Rate per 1,000",8
State,Virginia,2009,"Rate per 1,000",3
State,West Virginia,2009,"Rate per 1,000",11
State,Washington,2009,"Rate per 1,000",6
State,Wisconsin,2009,"Rate per 1,000",5
State,Wyoming,2009,"Rate per 1,000",9
State,Wyoming,2009,Number,1154
State,Wisconsin,2009,Number,6784
State,West Virginia,2009,Number,4220
State,Washington,2009,Number,9914
State,Virginia,2009,Number,5923
State,Vermont,2009,Number,1061
State,Utah,2009,Number,2754
State,Texas,2009,Number,26686
State,Tennessee,2009,Number,6711
State,South Dakota,2009,Number,1484
State,South Carolina,2009,Number,4937
State,Rhode Island,2009,Number,2100
State,Pennsylvania,2009,Number,16768
State,Oregon,2009,Number,8644
State,Oklahoma,2009,Number,8712
State,Ohio,2009,Number,12196
State,North Dakota,2009,Number,1221
State,North Carolina,2009,Number,9500
State,New York,2009,Number,27932
State,New Mexico,2009,Number,2009
State,New Jersey,2009,Number,7802
State,New Hampshire,2009,Number,892
State,Nevada,2009,Number,4778
State,Nebraska,2009,Number,5309
State,Montana,2009,Number,1639
State,Missouri,2009,Number,9905
State,Mississippi,2009,Number,3319
State,Minnesota,2009,Number,5407
State,Michigan,2009,Number,17716
State,Massachusetts,2009,Number,9648
State,Maryland,2009,Number,7047
State,Maine,2009,Number,1646
State,Louisiana,2009,Number,4786
State,Kentucky,2009,Number,6870
State,Kansas,2009,Number,5689
State,Iowa,2009,Number,6560
State,Indiana,2009,Number,12432
State,Illinois,2009,Number,17059
State,Idaho,2009,Number,1446
State,Hawaii,2009,Number,1455
State,Georgia,2009,Number,8020
State,Florida,2009,Number,19150
City,District of Columbia,2009,Number,2105
State,Delaware,2009,Number,813
State,Connecticut,2009,Number,4761
State,Colorado,2009,Number,7756
State,California,2009,Number,60151
State,Arkansas,2009,Number,3657
State,Arizona,2009,Number,10151
State,Alaska,2009,Number,2166
State,Alabama,2009,Number,6874
Nation,United States,2009,Number,417719
Nation,United States,2010,Number,403319
State,Alabama,2010,Number,5349
State,Alaska,2010,Number,1801
State,Arizona,2010,Number,9928
State,Arkansas,2010,Number,3770
State,California,2010,Number,57676
State,Colorado,2010,Number,6828
State,Connecticut,2010,Number,4462
State,Delaware,2010,Number,739
City,District of Columbia,2010,Number,2061
State,Florida,2010,Number,18747
State,Georgia,2010,Number,6895
State,Hawaii,2010,Number,1215
State,Idaho,2010,Number,1462
State,Illinois,2010,Number,17713
State,Indiana,2010,Number,12276
State,Iowa,2010,Number,6531
State,Kansas,2010,Number,5976
State,Kentucky,2010,Number,6976
State,Louisiana,2010,Number,4453
State,Maine,2010,Number,1546
State,Maryland,2010,Number,6094
State,Massachusetts,2010,Number,8957
State,Michigan,2010,Number,16406
State,Minnesota,2010,Number,5047
State,Mississippi,2010,Number,3582
State,Missouri,2010,Number,9879
State,Montana,2010,Number,1723
State,Nebraska,2010,Number,5322
State,Nevada,2010,Number,4802
State,New Hampshire,2010,Number,834
State,New Jersey,2010,Number,7170
State,New Mexico,2010,Number,1869
State,New York,2010,Number,26709
State,North Carolina,2010,Number,8759
State,North Dakota,2010,Number,1067
State,Ohio,2010,Number,11948
State,Oklahoma,2010,Number,7857
State,Oregon,2010,Number,8996
State,Pennsylvania,2010,Number,15222
State,Rhode Island,2010,Number,2076
State,South Carolina,2010,Number,4483
State,South Dakota,2010,Number,1485
State,Tennessee,2010,Number,6773
State,Texas,2010,Number,28952
State,Utah,2010,Number,2883
State,Vermont,2010,Number,931
State,Virginia,2010,Number,5325
State,Washington,2010,Number,10136
State,West Virginia,2010,Number,4080
State,Wisconsin,2010,Number,6572
State,Wyoming,2010,Number,976
State,Wyoming,2010,"Rate per 1,000",7
State,Wisconsin,2010,"Rate per 1,000",5
State,Washington,2010,"Rate per 1,000",6
State,West Virginia,2010,"Rate per 1,000",11
State,Virginia,2010,"Rate per 1,000",3
State,Vermont,2010,"Rate per 1,000",7
State,Texas,2010,"Rate per 1,000",4
State,Utah,2010,"Rate per 1,000",3
State,Tennessee,2010,"Rate per 1,000",5
State,South Dakota,2010,"Rate per 1,000",7
State,South Carolina,2010,"Rate per 1,000",4
State,Rhode Island,2010,"Rate per 1,000",9
State,Pennsylvania,2010,"Rate per 1,000",5
State,Oregon,2010,"Rate per 1,000",10
State,Oklahoma,2010,"Rate per 1,000",8
State,Ohio,2010,"Rate per 1,000",4
State,North Dakota,2010,"Rate per 1,000",7
State,North Carolina,2010,"Rate per 1,000",4
State,New Mexico,2010,"Rate per 1,000",4
State,New York,2010,"Rate per 1,000",6
State,New Jersey,2010,"Rate per 1,000",3
State,New Hampshire,2010,"Rate per 1,000",3
State,Nebraska,2010,"Rate per 1,000",12
State,Nevada,2010,"Rate per 1,000",7
State,Montana,2010,"Rate per 1,000",8
State,Missouri,2010,"Rate per 1,000",7
State,Mississippi,2010,"Rate per 1,000",5
State,Minnesota,2010,"Rate per 1,000",4
State,Michigan,2010,"Rate per 1,000",7
State,Massachusetts,2010,"Rate per 1,000",6
State,Maryland,2010,"Rate per 1,000",5
State,Maine,2010,"Rate per 1,000",6
State,Louisiana,2010,"Rate per 1,000",4
State,Kentucky,2010,"Rate per 1,000",7
State,Iowa,2010,"Rate per 1,000",9
State,Kansas,2010,"Rate per 1,000",8
State,Indiana,2010,"Rate per 1,000",8
State,Illinois,2010,"Rate per 1,000",6
State,Hawaii,2010,"Rate per 1,000",4
State,Idaho,2010,"Rate per 1,000",3
State,Georgia,2010,"Rate per 1,000",3
State,Florida,2010,"Rate per 1,000",5
City,District of Columbia,2010,"Rate per 1,000",20
State,Delaware,2010,"Rate per 1,000",4
State,Connecticut,2010,"Rate per 1,000",5
State,Colorado,2010,"Rate per 1,000",6
State,California,2010,"Rate per 1,000",6
State,Arkansas,2010,"Rate per 1,000",5
State,Arizona,2010,"Rate per 1,000",6
State,Alaska,2010,"Rate per 1,000",10
Nation,United States,2010,"Rate per 1,000",5
State,Alabama,2010,"Rate per 1,000",5
State,Alabama,2015,"Rate per 1,000",4
Nation,United States,2015,"Rate per 1,000",6
State,Alaska,2015,"Rate per 1,000",14
State,Arizona,2015,"Rate per 1,000",11
State,Arkansas,2015,"Rate per 1,000",6
State,California,2015,"Rate per 1,000",6
State,Colorado,2015,"Rate per 1,000",4
State,Delaware,2015,"Rate per 1,000",3
State,Connecticut,2015,"Rate per 1,000",4
City,District of Columbia,2015,"Rate per 1,000",7
State,Georgia,2015,"Rate per 1,000",4
State,Florida,2015,"Rate per 1,000",5
State,Hawaii,2015,"Rate per 1,000",4
State,Illinois,2015,"Rate per 1,000",5
State,Idaho,2015,"Rate per 1,000",3
State,Indiana,2015,"Rate per 1,000",11
State,Kansas,2015,"Rate per 1,000",10
State,Iowa,2015,"Rate per 1,000",8
State,Kentucky,2015,"Rate per 1,000",7
State,Louisiana,2015,"Rate per 1,000",4
State,Maine,2015,"Rate per 1,000",7
State,Maryland,2015,"Rate per 1,000",3
State,Massachusetts,2015,"Rate per 1,000",7
State,Minnesota,2015,"Rate per 1,000",6
State,Michigan,2015,"Rate per 1,000",5
State,Mississippi,2015,"Rate per 1,000",6
State,Montana,2015,"Rate per 1,000",12
State,Missouri,2015,"Rate per 1,000",9
State,Nebraska,2015,"Rate per 1,000",8
State,New Hampshire,2015,"Rate per 1,000",4
State,Nevada,2015,"Rate per 1,000",7
State,New Jersey,2015,"Rate per 1,000",3
State,New York,2015,"Rate per 1,000",4
State,New Mexico,2015,"Rate per 1,000",5
State,North Carolina,2015,"Rate per 1,000",4
State,North Dakota,2015,"Rate per 1,000",8
State,Ohio,2015,"Rate per 1,000",5
State,Oklahoma,2015,"Rate per 1,000",12
State,Oregon,2015,"Rate per 1,000",8
State,Rhode Island,2015,"Rate per 1,000",9
State,Pennsylvania,2015,"Rate per 1,000",6
State,South Carolina,2015,"Rate per 1,000",3
State,Tennessee,2015,"Rate per 1,000",5
State,South Dakota,2015,"Rate per 1,000",6
State,Texas,2015,"Rate per 1,000",4
State,Vermont,2015,"Rate per 1,000",11
State,Utah,2015,"Rate per 1,000",3
State,Virginia,2015,"Rate per 1,000",3
State,West Virginia,2015,"Rate per 1,000",13
State,Washington,2015,"Rate per 1,000",6
State,Wisconsin,2015,"Rate per 1,000",5
State,Wyoming,2015,"Rate per 1,000",8
Territory,Puerto Rico,2015,"Rate per 1,000",3
Territory,Puerto Rico,2015,Number,2477
State,Wyoming,2015,Number,1075
State,Wisconsin,2015,Number,6909
State,West Virginia,2015,Number,4905
State,Washington,2015,Number,10161
State,Virginia,2015,Number,4721
State,Vermont,2015,Number,1308
State,Utah,2015,Number,2516
State,Texas,2015,Number,29784
State,Tennessee,2015,Number,7681
State,South Dakota,2015,Number,1265
State,South Carolina,2015,Number,3707
State,Rhode Island,2015,Number,1825
State,Pennsylvania,2015,Number,14853
State,Oregon,2015,Number,7266
State,Oklahoma,2015,Number,11168
State,Ohio,2015,Number,13174
State,North Dakota,2015,Number,1335
State,North Carolina,2015,Number,10022
State,New York,2015,Number,18613
