LocationType,Location,TimeFrame,DataFormat,Data
State,New Mexico,2015,Number,2471
State,New Jersey,2015,Number,6874
State,New Hampshire,2015,Number,973
State,Nevada,2015,Number,4471
State,Nebraska,2015,Number,3691
State,Montana,2015,Number,2798
State,Missouri,2015,Number,12143
State,Mississippi,2015,Number,4586
State,Minnesota,2015,Number,7511
State,Michigan,2015,Number,12093
State,Massachusetts,2015,Number,10266
State,Maryland,2015,Number,3734
State,Maine,2015,Number,1863
State,Louisiana,2015,Number,4544
State,Kentucky,2015,Number,7507
State,Kansas,2015,Number,7182
State,Iowa,2015,Number,5884
State,Indiana,2015,Number,16639
State,Illinois,2015,Number,14650
State,Idaho,2015,Number,1349
State,Hawaii,2015,Number,1360
State,Georgia,2015,Number,10934
State,Florida,2015,Number,22354
City,District of Columbia,2015,Number,837
State,Delaware,2015,Number,664
State,Connecticut,2015,Number,3356
State,Colorado,2015,Number,4988
State,California,2015,Number,52910
State,Arkansas,2015,Number,4545
State,Arizona,2015,Number,17737
State,Alaska,2015,Number,2649
State,Alabama,2015,Number,4608
Nation,United States,2015,Number,410459
Nation,United States,2020,Number,394604
State,Alabama,2020,Number,5487
State,Alaska,2020,Number,2850
State,Arizona,2020,Number,13410
State,Arkansas,2020,Number,4280
State,California,2020,Number,46948
State,Colorado,2020,Number,4357
State,Connecticut,2020,Number,3550
State,Delaware,2020,Number,481
City,District of Columbia,2020,Number,564
State,Florida,2020,Number,22722
State,Georgia,2020,Number,11370
State,Hawaii,2020,Number,1488
State,Idaho,2020,Number,1534
State,Illinois,2020,Number,18900
State,Indiana,2020,Number,14772
State,Iowa,2020,Number,4620
State,Kansas,2020,Number,7170
State,Kentucky,2020,Number,8656
State,Louisiana,2020,Number,3539
State,Maine,2020,Number,2280
State,Maryland,2020,Number,3668
State,Massachusetts,2020,Number,9294
State,Michigan,2020,Number,10242
State,Minnesota,2020,Number,7615
State,Mississippi,2020,Number,3441
State,Missouri,2020,Number,12630
State,Montana,2020,Number,3400
State,Nebraska,2020,Number,3313
State,Nevada,2020,Number,4344
State,New Hampshire,2020,Number,1143
State,New Jersey,2020,Number,3788
State,New Mexico,2020,Number,2113
State,New York,2020,Number,15389
State,North Carolina,2020,Number,10480
State,North Dakota,2020,Number,1514
State,Ohio,2020,Number,15285
State,Oklahoma,2020,Number,8046
State,Oregon,2020,Number,5935
State,Pennsylvania,2020,Number,13840
State,Rhode Island,2020,Number,2136
State,South Carolina,2020,Number,4056
State,South Dakota,2020,Number,1683
State,Tennessee,2020,Number,8502
State,Texas,2020,Number,29796
State,Utah,2020,Number,2237
State,Vermont,2020,Number,1060
State,Virginia,2020,Number,4526
State,Washington,2020,Number,8791
State,West Virginia,2020,Number,7280
State,Wisconsin,2020,Number,7098
State,Wyoming,2020,Number,813
Territory,Puerto Rico,2020,Number,2168
Territory,Puerto Rico,2020,"Rate per 1,000",4
State,Wyoming,2020,"Rate per 1,000",6
State,Wisconsin,2020,"Rate per 1,000",6
State,West Virginia,2020,"Rate per 1,000",20
State,Washington,2020,"Rate per 1,000",5
State,Virginia,2020,"Rate per 1,000",2
State,Utah,2020,"Rate per 1,000",2
State,Vermont,2020,"Rate per 1,000",9
State,Texas,2020,"Rate per 1,000",4
State,South Dakota,2020,"Rate per 1,000",8
State,Tennessee,2020,"Rate per 1,000",6
State,South Carolina,2020,"Rate per 1,000",4
State,Pennsylvania,2020,"Rate per 1,000",5
State,Rhode Island,2020,"Rate per 1,000",11
State,Oregon,2020,"Rate per 1,000",7
State,Oklahoma,2020,"Rate per 1,000",8
State,Ohio,2020,"Rate per 1,000",6
State,North Dakota,2020,"Rate per 1,000",8
State,North Carolina,2020,"Rate per 1,000",5
State,New York,2020,"Rate per 1,000",4
State,New Mexico,2020,"Rate per 1,000",4
State,New Jersey,2020,"Rate per 1,000",2
State,Nevada,2020,"Rate per 1,000",6
State,New Hampshire,2020,"Rate per 1,000",5
State,Nebraska,2020,"Rate per 1,000",7
State,Missouri,2020,"Rate per 1,000",9
State,Montana,2020,"Rate per 1,000",15
State,Mississippi,2020,"Rate per 1,000",5
State,Michigan,2020,"Rate per 1,000",5
State,Minnesota,2020,"Rate per 1,000",6
State,Massachusetts,2020,"Rate per 1,000",7
State,Maryland,2020,"Rate per 1,000",3
State,Maine,2020,"Rate per 1,000",9
State,Louisiana,2020,"Rate per 1,000",3
State,Kentucky,2020,"Rate per 1,000",9
State,Kansas,2020,"Rate per 1,000",10
State,Iowa,2020,"Rate per 1,000",6
State,Indiana,2020,"Rate per 1,000",9
State,Idaho,2020,"Rate per 1,000",3
State,Illinois,2020,"Rate per 1,000",7
State,Hawaii,2020,"Rate per 1,000",5
State,Florida,2020,"Rate per 1,000",5
State,Georgia,2020,"Rate per 1,000",5
City,District of Columbia,2020,"Rate per 1,000",4
State,Connecticut,2020,"Rate per 1,000",5
State,Delaware,2020,"Rate per 1,000",2
State,Colorado,2020,"Rate per 1,000",3
State,California,2020,"Rate per 1,000",5
State,Arkansas,2020,"Rate per 1,000",6
State,Arizona,2020,"Rate per 1,000",8
State,Alaska,2020,"Rate per 1,000",16
State,Alabama,2020,"Rate per 1,000",5
Nation,United States,2020,"Rate per 1,000",5
Nation,United States,2011,"Rate per 1,000",5
State,Alabama,2011,"Rate per 1,000",5
State,Alaska,2011,"Rate per 1,000",10
State,Arizona,2011,"Rate per 1,000",7
State,Arkansas,2011,"Rate per 1,000",5
State,California,2011,"Rate per 1,000",6
State,Colorado,2011,"Rate per 1,000",4
State,Connecticut,2011,"Rate per 1,000",5
State,Delaware,2011,"Rate per 1,000",4
State,Florida,2011,"Rate per 1,000",5
City,District of Columbia,2011,"Rate per 1,000",13
State,Georgia,2011,"Rate per 1,000",3
State,Hawaii,2011,"Rate per 1,000",4
State,Illinois,2011,"Rate per 1,000",5
State,Idaho,2011,"Rate per 1,000",3
State,Indiana,2011,"Rate per 1,000",7
State,Iowa,2011,"Rate per 1,000",9
State,Kansas,2011,"Rate per 1,000",8
State,Kentucky,2011,"Rate per 1,000",6
State,Louisiana,2011,"Rate per 1,000",4
State,Maine,2011,"Rate per 1,000",5
State,Maryland,2011,"Rate per 1,000",4
State,Massachusetts,2011,"Rate per 1,000",6
State,Michigan,2011,"Rate per 1,000",6
State,Minnesota,2011,"Rate per 1,000",4
State,Missouri,2011,"Rate per 1,000",7
State,Mississippi,2011,"Rate per 1,000",4
State,Montana,2011,"Rate per 1,000",8
State,Nebraska,2011,"Rate per 1,000",10
State,New Hampshire,2011,"Rate per 1,000",2
State,Nevada,2011,"Rate per 1,000",7
State,New Jersey,2011,"Rate per 1,000",3
State,New Mexico,2011,"Rate per 1,000",4
State,New York,2011,"Rate per 1,000",5
State,North Carolina,2011,"Rate per 1,000",4
State,North Dakota,2011,"Rate per 1,000",7
State,Ohio,2011,"Rate per 1,000",4
State,Oklahoma,2011,"Rate per 1,000",9
State,Oregon,2011,"Rate per 1,000",9
State,Pennsylvania,2011,"Rate per 1,000",5
State,Rhode Island,2011,"Rate per 1,000",8
State,South Dakota,2011,"Rate per 1,000",7
State,South Carolina,2011,"Rate per 1,000",4
State,Tennessee,2011,"Rate per 1,000",5
State,Texas,2011,"Rate per 1,000",4
State,Vermont,2011,"Rate per 1,000",8
State,Utah,2011,"Rate per 1,000",3
State,Virginia,2011,"Rate per 1,000",3
State,Washington,2011,"Rate per 1,000",6
State,West Virginia,2011,"Rate per 1,000",12
State,Wisconsin,2011,"Rate per 1,000",5
State,Wyoming,2011,"Rate per 1,000",6
State,Wyoming,2011,Number,853
State,Wisconsin,2011,Number,6372
State,West Virginia,2011,Number,4441
State,Washington,2011,Number,9405
State,Virginia,2011,Number,4769
State,Vermont,2011,Number,967
State,Utah,2011,Number,2496
State,Texas,2011,Number,30012
State,Tennessee,2011,Number,7445
State,South Dakota,2011,Number,1388
State,South Carolina,2011,Number,3791
State,Rhode Island,2011,Number,1657
State,Pennsylvania,2011,Number,12776
State,Oregon,2011,Number,8061
State,Oklahoma,2011,Number,8274
State,Ohio,2011,Number,12017
State,North Dakota,2011,Number,1042
State,North Carolina,2011,Number,8275
State,New York,2011,Number,21690
State,New Mexico,2011,Number,1858
State,New Jersey,2011,Number,6416
State,New Hampshire,2011,Number,694
State,Nevada,2011,Number,4628
State,Nebraska,2011,Number,4752
State,Montana,2011,Number,1781
State,Missouri,2011,Number,9205
State,Mississippi,2011,Number,3365
State,Minnesota,2011,Number,4953
State,Michigan,2011,Number,14154
State,Massachusetts,2011,Number,8613
State,Maryland,2011,Number,5351
State,Maine,2011,Number,1291
State,Louisiana,2011,Number,4531
State,Kentucky,2011,Number,6567
State,Kansas,2011,Number,5830
State,Iowa,2011,Number,6269
State,Indiana,2011,Number,10760
State,Illinois,2011,Number,15157
State,Idaho,2011,Number,1354
State,Hawaii,2011,Number,1122
State,Georgia,2011,Number,7591
State,Florida,2011,Number,19752
City,District of Columbia,2011,Number,1341
State,Delaware,2011,Number,831
State,Connecticut,2011,Number,4217
State,Colorado,2011,Number,5423
State,California,2011,Number,52167
State,Arkansas,2011,Number,3732
State,Arizona,2011,Number,10883
State,Alaska,2011,Number,1838
State,Alabama,2011,Number,5175
Nation,United States,2011,Number,377332
Nation,United States,2012,Number,375472
State,Alabama,2012,Number,4460
State,Alaska,2012,Number,1864
State,Arizona,2012,Number,13461
State,Arkansas,2012,Number,3711
State,California,2012,Number,50813
State,Colorado,2012,Number,5030
State,Connecticut,2012,Number,3855
State,Delaware,2012,Number,770
City,District of Columbia,2012,Number,1157
State,Florida,2012,Number,19531
State,Georgia,2012,Number,7671
State,Hawaii,2012,Number,1079
State,Idaho,2012,Number,1229
State,Illinois,2012,Number,14382
State,Indiana,2012,Number,10909
State,Iowa,2012,Number,6182
State,Kansas,2012,Number,5980
State,Kentucky,2012,Number,6913
State,Louisiana,2012,Number,4044
State,Maine,2012,Number,1509
State,Maryland,2012,Number,4806
State,Massachusetts,2012,Number,8515
State,Michigan,2012,Number,13282
State,Minnesota,2012,Number,5209
State,Mississippi,2012,Number,3410
State,Missouri,2012,Number,9961
State,Montana,2012,Number,1926
State,Nebraska,2012,Number,4789
State,Nevada,2012,Number,4738
State,New Hampshire,2012,Number,727
State,New Jersey,2012,Number,6845
State,New Mexico,2012,Number,1918
State,New York,2012,Number,20893
State,North Carolina,2012,Number,8140
State,North Dakota,2012,Number,1082
State,Ohio,2012,Number,11853
State,Oklahoma,2012,Number,9132
State,Oregon,2012,Number,8206
State,Pennsylvania,2012,Number,13102
State,Rhode Island,2012,Number,1589
State,South Carolina,2012,Number,3098
State,South Dakota,2012,Number,1384
State,Tennessee,2012,Number,7766
State,Texas,2012,Number,29433
State,Utah,2012,Number,2555
State,Vermont,2012,Number,940
State,Virginia,2012,Number,4546
State,Washington,2012,Number,9404
State,West Virginia,2012,Number,4517
State,Wisconsin,2012,Number,6220
State,Wyoming,2012,Number,936
State,Wyoming,2012,"Rate per 1,000",7
Territory,Puerto Rico,2012,"Rate per 1,000",5
Territory,Puerto Rico,2012,Number,4007
State,Wisconsin,2012,"Rate per 1,000",5
State,West Virginia,2012,"Rate per 1,000",12
State,Washington,2012,"Rate per 1,000",6
State,Virginia,2012,"Rate per 1,000",2
State,Utah,2012,"Rate per 1,000",3
State,Vermont,2012,"Rate per 1,000",8
State,Texas,2012,"Rate per 1,000",4
State,Tennessee,2012,"Rate per 1,000",5
State,South Dakota,2012,"Rate per 1,000",7
State,South Carolina,2012,"Rate per 1,000",3
State,Rhode Island,2012,"Rate per 1,000",7
State,Pennsylvania,2012,"Rate per 1,000",5
State,Oregon,2012,"Rate per 1,000",10
State,Oklahoma,2012,"Rate per 1,000",10
State,Ohio,2012,"Rate per 1,000",4
State,North Dakota,2012,"Rate per 1,000",7
State,North Carolina,2012,"Rate per 1,000",4
State,New York,2012,"Rate per 1,000",5
State,New Mexico,2012,"Rate per 1,000",4
State,New Jersey,2012,"Rate per 1,000",3
State,Nevada,2012,"Rate per 1,000",7
State,New Hampshire,2012,"Rate per 1,000",3
State,Nebraska,2012,"Rate per 1,000",10
State,Montana,2012,"Rate per 1,000",9
State,Missouri,2012,"Rate per 1,000",7
State,Mississippi,2012,"Rate per 1,000",5
State,Minnesota,2012,"Rate per 1,000",4
State,Michigan,2012,"Rate per 1,000",6
State,Massachusetts,2012,"Rate per 1,000",6
State,Maryland,2012,"Rate per 1,000",4
State,Maine,2012,"Rate per 1,000",6
State,Louisiana,2012,"Rate per 1,000",4
State,Kentucky,2012,"Rate per 1,000",7
State,Kansas,2012,"Rate per 1,000",8
State,Iowa,2012,"Rate per 1,000",9
State,Indiana,2012,"Rate per 1,000",7
State,Idaho,2012,"Rate per 1,000",3
State,Illinois,2012,"Rate per 1,000",5
State,Hawaii,2012,"Rate per 1,000",4
State,Georgia,2012,"Rate per 1,000",3
State,Florida,2012,"Rate per 1,000",5
City,District of Columbia,2012,"Rate per 1,000",11
State,Delaware,2012,"Rate per 1,000",4
State,Connecticut,2012,"Rate per 1,000",5
State,Colorado,2012,"Rate per 1,000",4
State,California,2012,"Rate per 1,000",5
State,Arkansas,2012,"Rate per 1,000",5
State,Arizona,2012,"Rate per 1,000",8
State,Alaska,2012,"Rate per 1,000",10
State,Alabama,2012,"Rate per 1,000",4
Nation,United States,2012,"Rate per 1,000",5
Nation,United States,2014,"Rate per 1,000",5
State,Alabama,2014,"Rate per 1,000",4
State,Alaska,2014,"Rate per 1,000",12
State,Arizona,2014,"Rate per 1,000",10
State,Arkansas,2014,"Rate per 1,000",5
State,California,2014,"Rate per 1,000",6
State,Colorado,2014,"Rate per 1,000",4
State,Delaware,2014,"Rate per 1,000",3
State,Connecticut,2014,"Rate per 1,000",4
City,District of Columbia,2014,"Rate per 1,000",7
State,Florida,2014,"Rate per 1,000",5
State,Georgia,2014,"Rate per 1,000",4
State,Hawaii,2014,"Rate per 1,000",4
State,Illinois,2014,"Rate per 1,000",5
State,Idaho,2014,"Rate per 1,000",3
State,Indiana,2014,"Rate per 1,000",9
State,Iowa,2014,"Rate per 1,000",8
State,Kansas,2014,"Rate per 1,000",9
State,Kentucky,2014,"Rate per 1,000",7
State,Louisiana,2014,"Rate per 1,000",4
State,Maine,2014,"Rate per 1,000",7
State,Maryland,2014,"Rate per 1,000",3
State,Massachusetts,2014,"Rate per 1,000",7
State,Minnesota,2014,"Rate per 1,000",5
State,Michigan,2014,"Rate per 1,000",6
State,Mississippi,2014,"Rate per 1,000",6
State,Missouri,2014,"Rate per 1,000",8
State,Montana,2014,"Rate per 1,000",10
State,Nebraska,2014,"Rate per 1,000",8
State,New Hampshire,2014,"Rate per 1,000",3
State,Nevada,2014,"Rate per 1,000",7
State,New Jersey,2014,"Rate per 1,000",4
State,New Mexico,2014,"Rate per 1,000",5
State,New York,2014,"Rate per 1,000",5
State,North Carolina,2014,"Rate per 1,000",4
State,North Dakota,2014,"Rate per 1,000",8
State,Ohio,2014,"Rate per 1,000",5
State,Oklahoma,2014,"Rate per 1,000",12
State,Oregon,2014,"Rate per 1,000",8
State,Rhode Island,2014,"Rate per 1,000",9
State,Pennsylvania,2014,"Rate per 1,000",5
State,South Carolina,2014,"Rate per 1,000",3
State,South Dakota,2014,"Rate per 1,000",6
State,Tennessee,2014,"Rate per 1,000",5
State,Texas,2014,"Rate per 1,000",4
State,Vermont,2014,"Rate per 1,000",9
State,Utah,2014,"Rate per 1,000",3
State,Virginia,2014,"Rate per 1,000",2
State,Washington,2014,"Rate per 1,000",6
State,West Virginia,2014,"Rate per 1,000",12
State,Wisconsin,2014,"Rate per 1,000",5
Territory,Puerto Rico,2014,"Rate per 1,000",4
Territory,Puerto Rico,2014,Number,3408
State,Wyoming,2014,"Rate per 1,000",7
State,Wyoming,2014,Number,967
State,Wisconsin,2014,Number,6751
State,West Virginia,2014,Number,4512
State,Washington,2014,Number,10258
State,Virginia,2014,Number,4581
State,Vermont,2014,Number,1092
State,Utah,2014,Number,2758
State,Texas,2014,Number,30158
State,Tennessee,2014,Number,7496
State,South Dakota,2014,Number,1159
State,South Carolina,2014,Number,3452
State,Rhode Island,2014,Number,1822
State,Pennsylvania,2014,Number,13628
State,Oregon,2014,Number,7290
State,Oklahoma,2014,Number,11458
State,Ohio,2014,Number,12506
State,North Dakota,2014,Number,1342
State,North Carolina,2014,Number,9567
State,New York,2014,Number,19481
State,New Mexico,2014,Number,2366
State,New Jersey,2014,Number,7138
State,New Hampshire,2014,Number,871
State,Nevada,2014,Number,4532
State,Nebraska,2014,Number,3732
State,Montana,2014,Number,2336
State,Missouri,2014,Number,11820
State,Mississippi,2014,Number,4179
State,Minnesota,2014,Number,6228
State,Michigan,2014,Number,12619
State,Massachusetts,2014,Number,9910
State,Maryland,2014,Number,3868
State,Maine,2014,Number,1860
State,Louisiana,2014,Number,4325
State,Kentucky,2014,Number,7481
State,Kansas,2014,Number,6727
State,Iowa,2014,Number,5920
State,Indiana,2014,Number,13833
State,Illinois,2014,Number,14988
State,Idaho,2014,Number,1204
State,Hawaii,2014,Number,1221
State,Georgia,2014,Number,9005
State,Florida,2014,Number,19709
City,District of Columbia,2014,Number,828
State,Delaware,2014,Number,611
State,Connecticut,2014,Number,3444
State,Colorado,2014,Number,4985
State,California,2014,Number,53405
State,Arkansas,2014,Number,3806
State,Arizona,2014,Number,16246
State,Alaska,2014,Number,2186
State,Alabama,2014,Number,4438
Nation,United States,2014,Number,396099
Nation,United States,2016,Number,420360
State,Alabama,2016,Number,4920
State,Alaska,2016,Number,2810
State,Arizona,2016,Number,17118
State,Arkansas,2016,Number,4880
State,California,2016,Number,51622
State,Colorado,2016,Number,5116
State,Connecticut,2016,Number,3555
State,Delaware,2016,Number,763
City,District of Columbia,2016,Number,788
State,Florida,2016,Number,23804
State,Georgia,2016,Number,12381
State,Hawaii,2016,Number,1533
State,Idaho,2016,Number,1516
State,Illinois,2016,Number,14220
State,Indiana,2016,Number,19373
State,Iowa,2016,Number,6001
State,Kansas,2016,Number,7267
State,Kentucky,2016,Number,7795
State,Louisiana,2016,Number,4457
State,Maine,2016,Number,1829
State,Maryland,2016,Number,3666
State,Massachusetts,2016,Number,10881
State,Michigan,2016,Number,11391
State,Minnesota,2016,Number,8701
State,Mississippi,2016,Number,5295
State,Missouri,2016,Number,12391
State,Montana,2016,Number,3357
State,Nebraska,2016,Number,3817
State,Nevada,2016,Number,4235
State,New Hampshire,2016,Number,1199
State,New Jersey,2016,Number,6527
State,New Mexico,2016,Number,2610
State,New York,2016,Number,17589
State,North Carolina,2016,Number,10132
State,North Dakota,2016,Number,1380
State,Ohio,2016,Number,13716
State,Oklahoma,2016,Number,10042
State,Oregon,2016,Number,7508
State,Pennsylvania,2016,Number,15236
State,Rhode Island,2016,Number,1654
State,South Carolina,2016,Number,3955
State,South Dakota,2016,Number,1404
State,Tennessee,2016,Number,8055
State,Texas,2016,Number,30551
State,Utah,2016,Number,2667
State,Vermont,2016,Number,1292
State,Virginia,2016,Number,4852
State,Washington,2016,Number,10372
State,West Virginia,2016,Number,5915
State,Wisconsin,2016,Number,7233
State,Wyoming,2016,Number,989
State,Wyoming,2016,"Rate per 1,000",7
Territory,Puerto Rico,2016,Number,2330
Territory,Puerto Rico,2016,"Rate per 1,000",3
State,Wisconsin,2016,"Rate per 1,000",6
State,West Virginia,2016,"Rate per 1,000",16
State,Washington,2016,"Rate per 1,000",6
State,Virginia,2016,"Rate per 1,000",3
State,Utah,2016,"Rate per 1,000",3
State,Vermont,2016,"Rate per 1,000",11
State,Texas,2016,"Rate per 1,000",4
State,Tennessee,2016,"Rate per 1,000",5
State,South Carolina,2016,"Rate per 1,000",4
State,South Dakota,2016,"Rate per 1,000",7
State,Rhode Island,2016,"Rate per 1,000",8
State,Oregon,2016,"Rate per 1,000",9
State,Pennsylvania,2016,"Rate per 1,000",6
State,Oklahoma,2016,"Rate per 1,000",10
State,Ohio,2016,"Rate per 1,000",5
State,North Dakota,2016,"Rate per 1,000",8
State,North Carolina,2016,"Rate per 1,000",4
State,New York,2016,"Rate per 1,000",4
State,New Mexico,2016,"Rate per 1,000",5
State,New Jersey,2016,"Rate per 1,000",3
State,Nevada,2016,"Rate per 1,000",6
State,New Hampshire,2016,"Rate per 1,000",5
State,Nebraska,2016,"Rate per 1,000",8
State,Montana,2016,"Rate per 1,000",15
State,Mississippi,2016,"Rate per 1,000",7
State,Missouri,2016,"Rate per 1,000",9
State,Minnesota,2016,"Rate per 1,000",7
State,Massachusetts,2016,"Rate per 1,000",8
State,Michigan,2016,"Rate per 1,000",5
State,Maryland,2016,"Rate per 1,000",3
State,Maine,2016,"Rate per 1,000",7
State,Louisiana,2016,"Rate per 1,000",4
State,Kentucky,2016,"Rate per 1,000",8
State,Kansas,2016,"Rate per 1,000",10
State,Iowa,2016,"Rate per 1,000",8
State,Indiana,2016,"Rate per 1,000",12
State,Idaho,2016,"Rate per 1,000",3
State,Illinois,2016,"Rate per 1,000",5
State,Hawaii,2016,"Rate per 1,000",5
State,Georgia,2016,"Rate per 1,000",5
City,District of Columbia,2016,"Rate per 1,000",7
State,Florida,2016,"Rate per 1,000",6
State,Delaware,2016,"Rate per 1,000",4
State,Colorado,2016,"Rate per 1,000",4
State,Connecticut,2016,"Rate per 1,000",5
State,California,2016,"Rate per 1,000",6
State,Arkansas,2016,"Rate per 1,000",7
State,Arizona,2016,"Rate per 1,000",10
State,Alaska,2016,"Rate per 1,000",15
State,Alabama,2016,"Rate per 1,000",4
Nation,United States,2016,"Rate per 1,000",6
Nation,United States,2017,"Rate per 1,000",6
State,Alabama,2017,"Rate per 1,000",5
State,Alaska,2017,"Rate per 1,000",15
State,Arizona,2017,"Rate per 1,000",9
State,California,2017,"Rate per 1,000",5
State,Arkansas,2017,"Rate per 1,000",7
State,Colorado,2017,"Rate per 1,000",4
State,Delaware,2017,"Rate per 1,000",4
State,Connecticut,2017,"Rate per 1,000",5
City,District of Columbia,2017,"Rate per 1,000",6
State,Georgia,2017,"Rate per 1,000",5
State,Florida,2017,"Rate per 1,000",6
State,Hawaii,2017,"Rate per 1,000",5
State,Illinois,2017,"Rate per 1,000",5
State,Idaho,2017,"Rate per 1,000",4
State,Indiana,2017,"Rate per 1,000",13
State,Iowa,2017,"Rate per 1,000",8
State,Kansas,2017,"Rate per 1,000",11
State,Kentucky,2017,"Rate per 1,000",8
State,Louisiana,2017,"Rate per 1,000",4
State,Maryland,2017,"Rate per 1,000",3
State,Maine,2017,"Rate per 1,000",6
State,Massachusetts,2017,"Rate per 1,000",8
State,Minnesota,2017,"Rate per 1,000",7
State,Michigan,2017,"Rate per 1,000",5
State,Mississippi,2017,"Rate per 1,000",7
State,Montana,2017,"Rate per 1,000",17
State,Missouri,2017,"Rate per 1,000",9
State,Nebraska,2017,"Rate per 1,000",8
State,New Hampshire,2017,"Rate per 1,000",6
State,Nevada,2017,"Rate per 1,000",6
State,New Jersey,2017,"Rate per 1,000",3
State,New Mexico,2017,"Rate per 1,000",5
State,New York,2017,"Rate per 1,000",4
State,North Carolina,2017,"Rate per 1,000",5
State,North Dakota,2017,"Rate per 1,000",8
State,Oklahoma,2017,"Rate per 1,000",10
State,Ohio,2017,"Rate per 1,000",6
State,Oregon,2017,"Rate per 1,000",9
State,Rhode Island,2017,"Rate per 1,000",9
State,Pennsylvania,2017,"Rate per 1,000",6
State,South Carolina,2017,"Rate per 1,000",4
State,Tennessee,2017,"Rate per 1,000",5
State,South Dakota,2017,"Rate per 1,000",7
State,Texas,2017,"Rate per 1,000",4
State,Vermont,2017,"Rate per 1,000",11
State,Utah,2017,"Rate per 1,000",3
State,Virginia,2017,"Rate per 1,000",2
State,Washington,2017,"Rate per 1,000",7
State,West Virginia,2017,"Rate per 1,000",18
State,Wisconsin,2017,"Rate per 1,000",6
Territory,Puerto Rico,2017,"Rate per 1,000",4
Territory,Puerto Rico,2017,Number,2461
State,Wyoming,2017,"Rate per 1,000",8
State,Wyoming,2017,Number,1079
State,Wisconsin,2017,Number,7707
State,West Virginia,2017,Number,6571
State,Washington,2017,Number,10727
State,Virginia,2017,Number,4629
State,Vermont,2017,Number,1241
State,Utah,2017,Number,2778
State,Texas,2017,Number,31972
State,Tennessee,2017,Number,8166
State,South Dakota,2017,Number,1603
State,South Carolina,2017,Number,4037
State,Rhode Island,2017,Number,1845
State,Pennsylvania,2017,Number,16023
State,Oregon,2017,Number,7855
State,Oklahoma,2017,Number,9311
State,Ohio,2017,Number,14954
State,North Dakota,2017,Number,1460
State,North Carolina,2017,Number,10533
State,New York,2017,Number,16734
State,New Mexico,2017,Number,2656
State,New Jersey,2017,Number,5946
State,New Hampshire,2017,Number,1443
State,Nevada,2017,Number,4395
State,Nebraska,2017,Number,3995
State,Montana,2017,Number,3839
State,Missouri,2017,Number,12376
State,Mississippi,2017,Number,5264
State,Minnesota,2017,Number,9566
State,Michigan,2017,Number,11712
State,Massachusetts,2017,Number,10881
State,Maryland,2017,Number,3756
State,Maine,2017,Number,1578
State,Louisiana,2017,Number,4458
State,Kentucky,2017,Number,8069
State,Kansas,2017,Number,7706
State,Iowa,2017,Number,5916
State,Indiana,2017,Number,20415
State,Illinois,2017,Number,14113
State,Idaho,2017,Number,1592
State,Hawaii,2017,Number,1523
State,Georgia,2017,Number,13146
State,Florida,2017,Number,24635
City,District of Columbia,2017,Number,721
State,Delaware,2017,Number,769
State,Connecticut,2017,Number,3582
State,Colorado,2017,Number,5129
State,California,2017,Number,49209
State,Arkansas,2017,Number,4776
State,Arizona,2017,Number,15029
State,Alaska,2017,Number,2746
State,Alabama,2017,Number,5506
Nation,United States,2017,Number,428133
Nation,United States,2019,Number,413780
State,Alabama,2019,Number,5683
State,Alaska,2019,Number,2873
State,Arizona,2019,Number,13330
State,Arkansas,2019,Number,4126
State,California,2019,Number,47424
State,Colorado,2019,Number,4815
State,Connecticut,2019,Number,3877
State,Delaware,2019,Number,575
City,District of Columbia,2019,Number,651
State,Florida,2019,Number,23818
State,Georgia,2019,Number,12867
State,Hawaii,2019,Number,1602
State,Idaho,2019,Number,1751
State,Illinois,2019,Number,16606
State,Indiana,2019,Number,16000
State,Iowa,2019,Number,5922
State,Kansas,2019,Number,8022
State,Kentucky,2019,Number,9121
State,Louisiana,2019,Number,3919
State,Maine,2019,Number,2089
State,Maryland,2019,Number,3709
State,Massachusetts,2019,Number,9819
State,Michigan,2019,Number,11423
State,Minnesota,2019,Number,8269
State,Mississippi,2019,Number,4007
State,Missouri,2019,Number,12667
State,Montana,2019,Number,3694
State,Nebraska,2019,Number,3245
State,Nevada,2019,Number,4521
State,New Hampshire,2019,Number,1206
State,New Jersey,2019,Number,4430
State,New Mexico,2019,Number,2323
State,New York,2019,Number,15603
State,North Carolina,2019,Number,11035
State,North Dakota,2019,Number,1472
State,Ohio,2019,Number,15734
State,Oklahoma,2019,Number,8305
State,Oregon,2019,Number,6917
State,Pennsylvania,2019,Number,14927
State,Rhode Island,2019,Number,2198
State,South Carolina,2019,Number,4504
State,South Dakota,2019,Number,1706
State,Tennessee,2019,Number,8886
State,Texas,2019,Number,31227
State,Utah,2019,Number,2335
State,Vermont,2019,Number,1224
State,Virginia,2019,Number,4768
State,Washington,2019,Number,10134
State,West Virginia,2019,Number,7216
State,Wisconsin,2019,Number,7636
State,Wyoming,2019,Number,985
State,Wyoming,2019,"Rate per 1,000",7
Territory,Puerto Rico,2019,Number,2584
Territory,Puerto Rico,2019,"Rate per 1,000",5
State,Wisconsin,2019,"Rate per 1,000",6
State,West Virginia,2019,"Rate per 1,000",20
State,Washington,2019,"Rate per 1,000",6
State,Virginia,2019,"Rate per 1,000",3
State,Utah,2019,"Rate per 1,000",3
State,Vermont,2019,"Rate per 1,000",11
State,Texas,2019,"Rate per 1,000",4
State,South Dakota,2019,"Rate per 1,000",8
