State,Year,Median Household Income,Youth In Foster Care Who Graduated On Time,Children In Foster Care
Washington,2017-01-01,76450.0,8000.02,5367.0
Washington,2018-01-01,80750.0,7000.02,5357.0
Washington,2019-01-01,86450.0,7000.02,5070.0
Washington,2021-01-01,94000.0,7000.02,3962.0
West Virginia,2005-01-01,44800.0,3500.045,2135.5
West Virginia,2006-01-01,55250.0,4000.04,2105.5
West Virginia,2007-01-01,59900.0,3500.035,2196.5
West Virginia,2008-01-01,61500.0,4000.04,2201.0
West Virginia,2009-01-01,58800.0,4500.045,2115.5
West Virginia,2010-01-01,47800.0,3000.03,2045.5
West Virginia,2011-01-01,61600.0,3000.03,2226.5
West Virginia,2012-01-01,60750.0,2000.025,2264.5
West Virginia,2013-01-01,55250.0,2000.02,2176.0
West Virginia,2014-01-01,59800.0,2000.02,2262.0
West Virginia,2015-01-01,59800.0,1500.015,2459.0
West Virginia,2016-01-01,68350.0,2000.02,2965.5
West Virginia,2017-01-01,56650.0,1500.015,3294.5
West Virginia,2018-01-01,59150.0,1500.02,3548.0
West Virginia,2019-01-01,56400.0,2000.02,3618.0
West Virginia,2021-01-01,70300.0,1000.01,3556.0
Wisconsin,2005-01-01,53450.0,8000.03,4054.5
Wisconsin,2006-01-01,53100.0,8000.025,3822.0
Wisconsin,2007-01-01,58850.0,7000.02,3723.5
Wisconsin,2008-01-01,58550.0,6000.02,3703.5
Wisconsin,2009-01-01,58500.0,6500.02,3394.5
Wisconsin,2010-01-01,53600.0,7000.02,3288.5
Wisconsin,2011-01-01,57750.0,6500.02,3188.5
Wisconsin,2012-01-01,55650.0,4500.015,3112.5
Wisconsin,2013-01-01,56200.0,5500.015,3193.0
Wisconsin,2014-01-01,58750.0,5000.015,3378.0
Wisconsin,2015-01-01,61750.0,5000.015,3457.0
Wisconsin,2016-01-01,67950.0,6500.02,3619.5
Wisconsin,2017-01-01,68050.0,4500.015,3856.5
Wisconsin,2018-01-01,70100.0,6000.02,3905.5
Wisconsin,2019-01-01,74200.0,5000.015,3821.0
Wisconsin,2021-01-01,81000.0,4500.015,3383.5
Wyoming,2005-01-01,45400.0,1000.04,625.5
Wyoming,2006-01-01,57050.0,1000.035,652.5
Wyoming,2007-01-01,55500.0,1000.035,618.0
Wyoming,2008-01-01,61750.0,1000.03,576.5
Wyoming,2009-01-01,51600.0,1000.04,581.5
Wyoming,2010-01-01,55750.0,1000.035,491.5
Wyoming,2011-01-01,51050.0,500.01,429.5
Wyoming,2012-01-01,58450.0,500.02,471.5
Wyoming,2013-01-01,63350.0,500.02,488.0
Wyoming,2014-01-01,64150.0,500.01,487.0
Wyoming,2015-01-01,60000.0,1500.04,541.5
Wyoming,2016-01-01,74400.0,500.01,498.0
Wyoming,2017-01-01,69450.0,500.015,543.5
Wyoming,2018-01-01,63800.0,500.02,545.5
Wyoming,2019-01-01,78800.0,500.02,496.0
Wyoming,2021-01-01,77800.0,500.02,418.5
